저널명,SJR,랭킹
Ufa Archaeological Herald,0.739,7575
Yantu Lixue/Rock and Soil Mechanics,0.739,7576
Economics and Politics,0.739,7577
International Journal of Emerging Markets,0.739,7578
Netherlands Heart Journal,0.739,7579
Aquatic Botany,0.738,7580
Equine Veterinary Journal,0.738,7581
Grass and Forage Science,0.738,7582
International Journal of Food Sciences and Nutrition,0.738,7583
Journal of Clinical Laboratory Analysis,0.738,7584
Autonomous Agents and Multi-Agent Systems,0.738,7585
Biotechnology and Applied Biochemistry,0.738,7586
Blood Science,0.738,7587
Cleaner and Circular Bioeconomy,0.738,7588
Communications of the Association for Information Systems,0.738,7589
Current Molecular Medicine,0.738,7590
European Journal of Cancer Care,0.738,7591
Frontiers in Pediatrics,0.738,7592
Journal of the Society for Information Display,0.738,7593
Journal of Transcultural Nursing,0.738,7594
"Multiple Sclerosis Journal - Experimental, Translational and Clinical",0.738,7595
Pathogens and Global Health,0.738,7596
Physiotherapy (United Kingdom),0.738,7597
Sleep Epidemiology,0.738,7598
Current Developments in Nutrition,0.737,7599
"Journal of Health, Population and Nutrition",0.737,7600
Journal of Neurorestoratology,0.737,7601
Journal of Pharmaceutical Sciences,0.737,7602
SICOT-J,0.737,7603
"Clinical, Cosmetic and Investigational Dermatology",0.737,7604
Current Opinion in Urology,0.737,7605
Health Psychology Research,0.737,7606
Journal of Biomedical Materials Research - Part B Applied Biomaterials,0.737,7607
Journal of Organic Chemistry,0.737,7608
Psychiatry (New York),0.737,7609
Zdravstveno Varstvo,0.737,7610
Acta Neurochirurgica,0.736,7611
American Journal of Pharmaceutical Education,0.736,7612
Archives of Bone and Joint Surgery,0.736,7613
Cells Tissues Organs,0.736,7614
Frontiers in Insect Science,0.736,7615
International Journal for Academic Development,0.736,7616
International Journal of Environmental Science and Technology,0.736,7617
International Journal of Food Properties,0.736,7618
Journal of Contemporary China,0.736,7619
Journal of Fourier Analysis and Applications,0.736,7620
Journal of Surgical Research,0.736,7621
Best Practice and Research: Clinical Haematology,0.736,7622
Biotechnology and Genetic Engineering Reviews,0.736,7623
Clinical eHealth,0.736,7624
Ergonomics,0.736,7625
Journal of Thrombosis and Thrombolysis,0.736,7626
Shape Memory and Superelasticity,0.736,7627
Computing in Science and Engineering,0.735,7628
Discrete and Continuous Dynamical Systems - Series B,0.735,7629
Health and Human Rights,0.735,7630
Hydrology,0.735,7631
International Journal of Qualitative Studies in Education,0.735,7632
ISPRS International Journal of Geo-Information,0.735,7633
Journal of Electronic Commerce Research,0.735,7634
Journal of Fixed Point Theory and Applications,0.735,7635
Journal of Nutrition and Metabolism,0.735,7636
Bioengineering,0.735,7637
"International Review of Retail, Distribution and Consumer Research",0.735,7638
Sustainable Chemistry for the Environment,0.735,7639
Adsorption Science and Technology,0.734,7640
Bulletin of Chinese Academy of Sciences,0.734,7641
Emerging Science Journal,0.734,7642
Gifted Education International,0.734,7643
Music Education Research,0.734,7644
Biosafety and Health,0.734,7645
BMC Pediatrics,0.734,7646
CardioVascular and Interventional Radiology,0.734,7647
Journal of Digital Imaging,0.734,7648
Journal of Grid Computing,0.734,7649
Journal of Hepatocellular Carcinoma,0.734,7650
mHealth,0.734,7651
Parkinson's Disease,0.734,7652
Animals,0.733,7653
Genus,0.733,7654
International Journal of Biometeorology,0.733,7655
Journal of Ethnobiology and Ethnomedicine,0.733,7656
Journal of Hyperbolic Differential Equations,0.733,7657
Latin American Antiquity,0.733,7658
Q Open,0.733,7659
"American Journal of Medical Genetics, Part A",0.733,7660
Applied Psychophysiology Biofeedback,0.733,7661
Australian Journal of Management,0.733,7662
Clinical Transplantation,0.733,7663
European Journal for Qualitative Research in Psychotherapy,0.733,7664
Functional Composites and Structures,0.733,7665
Journal of Information Systems,0.733,7666
Journal of Pathology and Translational Medicine,0.733,7667
Organic Geochemistry,0.733,7668
Animal Research and One Health,0.732,7669
Crime and Justice,0.732,7670
European Journal of International Law,0.732,7671
Fatigue and Fracture of Engineering Materials and Structures,0.732,7672
International Journal for Lesson and Learning Studies,0.732,7673
International Journal of Learner Corpus Research,0.732,7674
Journal of Arid Environments,0.732,7675
Journal of Industrial and Business Economics,0.732,7676
Linguistics,0.732,7677
Social Enterprise Journal,0.732,7678
Cadernos de Saude Publica,0.732,7679
Ecotoxicology,0.732,7680
Journal of Global Responsibility,0.732,7681
Journal of Water and Climate Change,0.732,7682
Science and Justice,0.732,7683
Sport Psychologist,0.732,7684
Journal of Bisexuality,0.731,7685
Journal of Chromatography A,0.731,7686
Natural Gas Geoscience,0.731,7687
Nizhnevolzhskiy Arkheologicheskiy Vestnik,0.731,7688
Sleep and Breathing,0.731,7689
Unmanned Systems,0.731,7690
European Journal of Gastroenterology and Hepatology,0.731,7691
International Journal of Approximate Reasoning,0.731,7692
Applied Categorical Structures,0.730,7693
Communications in Combinatorics and Optimization,0.730,7694
Education Sciences,0.730,7695
El-Usrah,0.730,7696
Frontiers of Architectural Research,0.730,7697
Journal of Aircraft,0.730,7698
Journal of Computational Physics: X,0.730,7699
Journal of Field Archaeology,0.730,7700
Journal of Photochemistry and Photobiology B: Biology,0.730,7701
Reference Services Review,0.730,7702
ChemPlusChem,0.730,7703
Environmental Engineering Research,0.730,7704
Journal of Clinical and Translational Endocrinology,0.730,7705
Food and Bioproducts Processing,0.729,7706
International Emergency Nursing,0.729,7707
Journal of Real Estate Finance and Economics,0.729,7708
Journal of the American Helicopter Society,0.729,7709
Journal of World Languages,0.729,7710
VINE Journal of Information and Knowledge Management Systems,0.729,7711
Advances in Sample Preparation,0.729,7712
Cancer Reports,0.729,7713
Clinical and Experimental Hypertension,0.729,7714
"Energy, Ecology and Environment",0.729,7715
Geochemistry,0.729,7716
Global Advances in Integrative Medicine and Health,0.729,7717
IEEE Transactions on Magnetics,0.729,7718
International Archives of Allergy and Immunology,0.729,7719
Journal of Contemporary Accounting and Economics,0.729,7720
Journal of Steroid Biochemistry and Molecular Biology,0.729,7721
Korean Circulation Journal,0.729,7722
Cities and Health,0.728,7723
JACEP Open,0.728,7724
Journal of Public Transportation,0.728,7725
Cell Biochemistry and Function,0.728,7726
Chemical Engineering Research and Design,0.728,7727
Enzyme and Microbial Technology,0.728,7728
International Labour Review,0.728,7729
Journal of Public Health Policy,0.728,7730
Kidney and Blood Pressure Research,0.728,7731
Risk Management and Healthcare Policy,0.728,7732
International Journal of Stem Cells,0.728,7733
Proceedings - International Conference on Distributed Computing Systems,0.728,7734
American Journal of Critical Care,0.727,7735
Frontiers of Structural and Civil Engineering,0.727,7736
Fusion Engineering and Design,0.727,7737
"Geografiska Annaler, Series B: Human Geography",0.727,7738
"Geology, Ecology, and Landscapes",0.727,7739
International Journal of Language and Communication Disorders,0.727,7740
International Journal of Mobile Learning and Organisation,0.727,7741
Music Perception,0.727,7742
"Infection, Disease and Health",0.727,7743
Contemporary Italian Politics,0.726,7744
Engineered Science,0.726,7745
European Journal of Social Work,0.726,7746
Journal of Applied Clinical Medical Physics,0.726,7747
"Journal of Astronomical Telescopes, Instruments, and Systems",0.726,7748
Journal of Cultural Heritage,0.726,7749
Journal of Water Resources Planning and Management - ASCE,0.726,7750
Physiological and Molecular Plant Pathology,0.726,7751
Phytochemistry,0.726,7752
Society and Natural Resources,0.726,7753
Youth Justice,0.726,7754
American Journal of Tropical Medicine and Hygiene,0.726,7755
Carbon Management,0.726,7756
Chemical Methodologies,0.726,7757
Current Pathobiology Reports,0.726,7758
Current Vascular Pharmacology,0.726,7759
Healthcare Informatics Research,0.726,7760
Human and Experimental Toxicology,0.726,7761
Journal of Mental Health Research in Intellectual Disabilities,0.726,7762
Legal and Criminological Psychology,0.726,7763
Measuring Business Excellence,0.726,7764
Open Journal of Astrophysics,0.726,7765
Journal of Neuroscience Methods,0.726,7766
Annals of GIS,0.725,7767
Environmental Archaeology,0.725,7768
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,0.725,7769
Veterinary Dermatology,0.725,7770
Drug Metabolism and Pharmacokinetics,0.725,7771
Immunopharmacology and Immunotoxicology,0.725,7772
International Journal of Public Administration,0.725,7773
Journal of Clinical Psychopharmacology,0.725,7774
Optimization Methods and Software,0.725,7775
Pediatric Clinics of North America,0.725,7776
Quarterly Review of Economics and Finance,0.725,7777
Annals of Rehabilitation Medicine,0.724,7778
Apidologie,0.724,7779
Discover Sustainability,0.724,7780
Integral Equations and Operator Theory,0.724,7781
Journal of Manufacturing and Materials Processing,0.724,7782
Journal of Teaching in Physical Education,0.724,7783
Limnology and Oceanography: Methods,0.724,7784
Orthopaedic Surgery,0.724,7785
Chinese Optics Letters,0.724,7786
Expert Review of Hematology,0.724,7787
Infectious Disease Modelling,0.724,7788
Journal of Geodynamics,0.724,7789
Photodiagnosis and Photodynamic Therapy,0.724,7790
Biology Open,0.723,7791
BMC Veterinary Research,0.723,7792
International Journal of Food Science and Technology,0.723,7793
Journal of Loss Prevention in the Process Industries,0.723,7794
Journal of Plant Interactions,0.723,7795
Library Quarterly,0.723,7796
Metacritic Journal for Comparative Studies and Theory,0.723,7797
Teaching Mathematics and its Applications,0.723,7798
Asian Nursing Research,0.723,7799
CardioRenal Medicine,0.723,7800
Clinical Pharmacology: Advances and Applications,0.723,7801
Emergent Materials,0.723,7802
Israel Journal of Chemistry,0.723,7803
JMIR Formative Research,0.723,7804
Journal of Number Theory,0.723,7805
Nutrition in Clinical Practice,0.723,7806
Public Health Nursing,0.723,7807
Stem Cells and Development,0.723,7808
Biotropica,0.722,7809
Children and Society,0.722,7810
International Feminist Journal of Politics,0.722,7811
Methodology,0.722,7812
Porn Studies,0.722,7813
SIAM Journal on Applied Dynamical Systems,0.722,7814
Swiss Journal of Geosciences,0.722,7815
Topics in Language Disorders,0.722,7816
Veterinary Anaesthesia and Analgesia,0.722,7817
Young,0.722,7818
Critical Perspectives on International Business,0.722,7819
Current Cancer Drug Targets,0.722,7820
International Journal of Gynecological Pathology,0.722,7821
Performance Enhancement and Health,0.722,7822
PPAR Research,0.722,7823
Advances in Structural Engineering,0.721,7824
Asian Business and Management,0.721,7825
Canadian Journal of Mathematics,0.721,7826
"Community, Work and Family",0.721,7827
Journal of Insect Physiology,0.721,7828
Journal of International Migration and Integration,0.721,7829
Journal of Police and Criminal Psychology,0.721,7830
JTCVS Open,0.721,7831
Library and Information Science Research,0.721,7832
Pedobiologia,0.721,7833
Rural Sociology,0.721,7834
Current Treatment Options in Neurology,0.721,7835
Functional and Integrative Genomics,0.721,7836
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,0.721,7837
Nursing Reports,0.721,7838
Advances in Bridge Engineering,0.720,7839
Behavioral Disorders,0.720,7840
Foot and Ankle Clinics,0.720,7841
"Gender, Place and Culture",0.720,7842
Journal of Infrastructure Preservation and Resilience,0.720,7843
Social Neuroscience,0.720,7844
Tourism and Hospitality Research,0.720,7845
Biochimica et Biophysica Acta - Proteins and Proteomics,0.720,7846
BMC Ophthalmology,0.720,7847
Clinical Journal of Sport Medicine,0.720,7848
"Drug, Healthcare and Patient Safety",0.720,7849
Epidemiology and Infection,0.720,7850
Health Policy and Technology,0.720,7851
Infectious Medicine,0.720,7852
International Journal of Pressure Vessels and Piping,0.720,7853
Journal of Pharmacy and Pharmaceutical Sciences,0.720,7854
Transformation Groups,0.720,7855
Current Opinion in Endocrine and Metabolic Research,0.720,7856
Frontiers in Systems Biology,0.719,7857
Invertebrate Systematics,0.719,7858
Journal of Music Teacher Education,0.719,7859
PeerJ Computer Science,0.719,7860
Profesional de la Informacion,0.719,7861
Rehabilitation Psychology,0.719,7862
Social Work in Health Care,0.719,7863
Europe's Journal of Psychology,0.719,7864
Frontiers in Robotics and AI,0.719,7865
Journal of Electromyography and Kinesiology,0.719,7866
Journal of International Entrepreneurship,0.719,7867
"Journal of Public Budgeting, Accounting and Financial Management",0.719,7868
World Journal of Gastrointestinal Oncology,0.719,7869
Applied Psychological Measurement,0.718,7870
Behavioral Sciences,0.718,7871
Environmental Research: Infrastructure and Sustainability,0.718,7872
Experimental Mathematics,0.718,7873
Journal of Social Entrepreneurship,0.718,7874
Monist,0.718,7875
PET Clinics,0.718,7876
Reading in a Foreign Language,0.718,7877
Journal of the Formosan Medical Association,0.718,7878
Toxicology in Vitro,0.718,7879
ChemMedChem,0.717,7880
"Journal of Human, Earth, and Future",0.717,7881
Juridicas CUC,0.717,7882
Pakistan Veterinary Journal,0.717,7883
Planning Practice and Research,0.717,7884
Probation Journal,0.717,7885
Reading Psychology,0.717,7886
Research on Social Work Practice,0.717,7887
Surgical Pathology Clinics,0.717,7888
International Journal of Information Technology (Singapore),0.717,7889
Journal of Pharmacy and Pharmacology,0.717,7890
SPE Journal,0.717,7891
World Journal of Orthopedics,0.717,7892
ACM Transactions on Privacy and Security,0.716,7893
Canadian Slavonic Papers,0.716,7894
Current Problems in Surgery,0.716,7895
General Relativity and Gravitation,0.716,7896
Geological Magazine,0.716,7897
Human Nature,0.716,7898
"IEEE Transactions on Components, Packaging and Manufacturing Technology",0.716,7899
Journal of Advanced Joining Processes,0.716,7900
Journal of Cardiovascular Development and Disease,0.716,7901
Journal of Shoulder and Elbow Arthroplasty,0.716,7902
Psychoanalytic Quarterly,0.716,7903
Analytical and Bioanalytical Chemistry,0.716,7904
Archives of Cardiovascular Diseases,0.716,7905
Biomedical Materials (Bristol),0.716,7906
Journal of Blood Medicine,0.716,7907
Journal of Eukaryotic Microbiology,0.716,7908
Journal of Food Science and Technology,0.716,7909
Journal of Non-Crystalline Solids,0.716,7910
Journal of Supercomputing,0.716,7911
Nano-Structures and Nano-Objects,0.716,7912
Ultramicroscopy,0.716,7913
Contributions to Zoology,0.715,7914
Counselor Education and Supervision,0.715,7915
Facial Plastic Surgery and Aesthetic Medicine,0.715,7916
Archives of Clinical Neuropsychology,0.715,7917
